Customer Id,Geography Id,Customer Alternate Id,Title,First Name,Middle Name,Last Name,Name Style,Birth Date,Suffix,Gender,Email Address,Yearly Income,Total Children,Number of Children At Home,Education,Occupation,Owns House,Number of Cars Owned,Address Line 1,Address Line 2,Date of First Purchase,Commute Distance,Marital Status,Phone Number
11046,6,AW00011046,,Christine,,Yuan,FALSE,1955-09-19 00:00,,F,christine4@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,2356 Orange St,,2011-02-06 00:00,5-10 Miles,M,1 (11) 500 555-0113
11047,34,AW00011047,,Jaclyn,D,Lu,FALSE,1955-08-27 00:00,,F,jaclyn12@adventure-works.com,30000,3,0,High School,Skilled Manual,0,2,2812 Mazatlan,,2011-02-03 00:00,1-2 Miles,M,1 (11) 500 555-0137
11048,39,AW00011048,,Jeremy,,Powell,FALSE,1956-05-21 00:00,,M,jeremy26@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,1803 Potomac Dr.,,2011-02-10 00:00,5-10 Miles,M,1 (11) 500 555-0183
11049,307,AW00011049,,Carol,C,Rai,FALSE,1986-01-15 00:00,,F,carol8@adventure-works.com,40000,0,0,Partial High School,Clerical,1,2,6064 Madrid,,2013-03-09 00:00,5-10 Miles,S,654-555-0180
11050,31,AW00011050,,Alan,,Zheng,FALSE,1957-03-06 00:00,,M,alan23@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,2741 Gainborough Dr.,,2011-02-20 00:00,5-10 Miles,M,1 (11) 500 555-0135
11051,21,AW00011051,,Daniel,,Johnson,FALSE,1957-01-31 00:00,,M,daniel18@adventure-works.com,30000,3,0,High School,Skilled Manual,0,2,8085 Sunnyvale Avenue,,2013-12-29 00:00,1-2 Miles,S,1 (11) 500 555-0155
11052,8,AW00011052,,Heidi,,Lopez,FALSE,1957-02-03 00:00,,F,heidi19@adventure-works.com,40000,2,0,Partial College,Clerical,0,2,2514 Via Cordona,,2011-02-17 00:00,5-10 Miles,S,1 (11) 500 555-0168
11053,359,AW00011053,,Ana,E,Price,FALSE,1986-02-17 00:00,,F,ana0@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,2,1660 Stonyhill Circle,,2013-01-17 00:00,1-2 Miles,M,859-555-0113
11054,34,AW00011054,,Deanna,,Munoz,FALSE,1957-09-07 00:00,,F,deanna33@adventure-works.com,40000,2,0,Partial College,Skilled Manual,1,2,5825 B Way,,2011-02-03 00:00,5-10 Miles,M,1 (11) 500 555-0192
11055,22,AW00011055,,Gilbert,,Raje,FALSE,1957-09-02 00:00,,M,gilbert35@adventure-works.com,40000,2,0,Partial College,Skilled Manual,1,2,8811 The Trees Dr.,,2011-01-31 00:00,5-10 Miles,M,1 (11) 500 555-0129
11056,10,AW00011056,,Michele,L,Nath,FALSE,1958-10-01 00:00,,F,michele19@adventure-works.com,40000,3,0,Partial College,Skilled Manual,1,2,5464 Janin Pl.,,2011-02-26 00:00,5-10 Miles,M,1 (11) 500 555-0178
11057,5,AW00011057,,Carl,J,Andersen,FALSE,1970-04-07 00:00,,M,carl12@adventure-works.com,70000,2,0,Graduate Degree,Management,1,2,6930 Lake Nadine Place,,2011-02-22 00:00,1-2 Miles,M,1 (11) 500 555-0181
11058,29,AW00011058,,Marc,,Diaz,FALSE,1965-04-23 00:00,,M,marc6@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,6645 Sinaloa,,2011-03-09 00:00,1-2 Miles,M,1 (11) 500 555-0149
11059,27,AW00011059,,Ashlee,J,Andersen,FALSE,1959-09-29 00:00,,F,ashlee19@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,8255 Highland Road,,2013-02-18 00:00,5-10 Miles,S,1 (11) 500 555-0112
11060,40,AW00011060,,Jon,L,Zhou,FALSE,1959-09-14 00:00,,M,jon28@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,6574 Hemlock Ave.,,2011-03-19 00:00,5-10 Miles,M,1 (11) 500 555-0174
11061,23,AW00011061,,Todd,M,Gao,FALSE,1976-02-20 00:00,,M,todd14@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,8808 Geneva Ave,,2011-03-13 00:00,5-10 Miles,M,1 (11) 500 555-0191
11062,547,AW00011062,,Noah,D,Powell,FALSE,1981-03-01 00:00,,M,noah5@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,9794 Marion Ct,,2013-01-07 00:00,5-10 Miles,M,767-555-0113
11063,634,AW00011063,,Angela,,Murphy,FALSE,1980-10-04 00:00,,F,angela41@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,4927 Virgil Street,# 21,2013-01-12 00:00,5-10 Miles,S,451-555-0162
11064,315,AW00011064,,Chase,,Reed,FALSE,1981-06-05 00:00,,M,chase21@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,2721 Alexander Pl.,,2013-01-25 00:00,5-10 Miles,M,892-555-0184
11065,331,AW00011065,,Jessica,,Henderson,FALSE,1979-04-08 00:00,,F,jessica29@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,2,9343 Ironwood Way,,2013-02-10 00:00,1-2 Miles,M,278-555-0186
11066,543,AW00011066,,Grace,T,Butler,FALSE,1979-05-27 00:00,,F,grace62@adventure-works.com,70000,0,0,Partial College,Professional,1,2,4739 Garden Ave.,,2013-05-31 00:00,5-10 Miles,M,712-555-0141
11067,632,AW00011067,,Caleb,F,Carter,FALSE,1982-03-25 00:00,,M,caleb40@adventure-works.com,60000,0,0,Partial College,Professional,1,2,9563 Pennsylvania Blvd.,,2013-08-18 00:00,5-10 Miles,S,944-555-0167
11068,40,AW00011068,,Tiffany,,Liang,FALSE,1966-09-19 00:00,,F,tiffany17@adventure-works.com,80000,2,0,High School,Skilled Manual,1,2,3608 Sinclair Avenue,# 701,2013-04-30 00:00,5-10 Miles,S,1 (11) 500 555-0177
11069,23,AW00011069,,Carolyn,,Navarro,FALSE,1966-09-17 00:00,,F,carolyn30@adventure-works.com,80000,2,0,High School,Skilled Manual,0,2,4606 Springwood Court,,2011-04-17 00:00,1-2 Miles,S,1 (11) 500 555-0145
11070,39,AW00011070,,Willie,T,Raji,FALSE,1960-10-02 00:00,,M,willie40@adventure-works.com,80000,2,0,High School,Skilled Manual,1,2,6260 Vernal Drive,,2011-04-28 00:00,5-10 Miles,M,1 (11) 500 555-0151
11071,24,AW00011071,,Linda,,Serrano,FALSE,1960-12-23 00:00,,F,linda31@adventure-works.com,80000,2,0,High School,Skilled Manual,1,2,9808 Shaw Rd.,,2013-03-01 00:00,5-10 Miles,S,1 (11) 500 555-0130
11072,17,AW00011072,,Casey,,Luo,FALSE,1960-08-05 00:00,,F,casey6@adventure-works.com,80000,2,0,High School,Skilled Manual,0,2,9513 Roslyn Drive,,2011-03-31 00:00,1-2 Miles,S,1 (11) 500 555-0125
11073,16,AW00011073,,Amy,,Ye,FALSE,1962-02-11 00:00,,F,amy16@adventure-works.com,70000,2,0,High School,Skilled Manual,1,2,2262 Kirkwood Ct.,,2013-03-23 00:00,5-10 Miles,S,1 (11) 500 555-0185
11074,28,AW00011074,,Levi,A,Arun,FALSE,1962-02-25 00:00,,M,levi6@adventure-works.com,70000,2,0,High School,Skilled Manual,1,2,4661 Bluetail,,2013-03-23 00:00,5-10 Miles,S,1 (11) 500 555-0127
11075,32,AW00011075,,Felicia,L,Jimenez,FALSE,1963-05-16 00:00,,F,felicia4@adventure-works.com,80000,2,0,High School,Professional,1,2,786 Eastgate Ave,,2011-04-28 00:00,5-10 Miles,S,1 (11) 500 555-0165
11076,19,AW00011076,,Blake,,Anderson,FALSE,1963-01-10 00:00,,M,blake9@adventure-works.com,80000,2,0,High School,Professional,1,2,5436 Clear,# 101,2011-04-21 00:00,5-10 Miles,S,1 (11) 500 555-0113
11077,36,AW00011077,,Leah,,Ye,FALSE,1963-03-19 00:00,,F,leah7@adventure-works.com,80000,2,0,High School,Professional,0,2,1291 Arguello Blvd.,,2011-04-15 00:00,1-2 Miles,S,1 (11) 500 555-0154
11078,49,AW00011078,,Gina,E,Martin,FALSE,1985-01-06 00:00,,F,gina1@adventure-works.com,40000,0,0,High School,Professional,0,2,1349 Sol St.,,2013-02-15 00:00,1-2 Miles,S,196-555-0114
11079,34,AW00011079,,Donald,,Gonzalez,FALSE,1970-03-07 00:00,,M,donald20@adventure-works.com,160000,0,0,Graduate Degree,Management,1,2,4236 Malibu Place,,2013-03-15 00:00,0-1 Miles,S,1 (11) 500 555-0137
11080,30,AW00011080,,Damien,,Chander,FALSE,1965-01-13 00:00,,M,damien32@adventure-works.com,170000,0,0,Graduate Degree,Management,1,2,9941 Stonehedge Dr.,,2011-04-10 00:00,0-1 Miles,M,1 (11) 500 555-0111
11081,311,AW00011081,,Savannah,C,Baker,FALSE,1972-01-21 00:00,,F,savannah39@adventure-works.com,120000,2,2,Bachelors,Management,1,3,1210 Trafalgar Circle,,2013-02-12 00:00,2-5 Miles,M,478-555-0117
11082,322,AW00011082,,Angela,L,Butler,FALSE,1972-02-01 00:00,,F,angela17@adventure-works.com,130000,0,1,Graduate Degree,Management,0,3,6040 Listing Ct,,2013-01-22 00:00,1-2 Miles,S,579-555-0195
11083,336,AW00011083,,Alyssa,F,Cox,FALSE,1977-03-11 00:00,,F,alyssa37@adventure-works.com,130000,0,1,Graduate Degree,Management,1,3,867 La Orinda Place,,2013-01-06 00:00,1-2 Miles,M,561-555-0140
11084,543,AW00011084,,Lucas,,Phillips,FALSE,1963-03-12 00:00,,M,lucas7@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,0,2,8668 St. Celestine Court,,2013-01-04 00:00,1-2 Miles,S,863-555-0172
11085,345,AW00011085,,Emily,,Johnson,FALSE,1963-01-16 00:00,,F,emily1@adventure-works.com,60000,2,0,High School,Professional,0,2,7926 Stephanie Way,,2013-12-06 00:00,5-10 Miles,S,850-555-0184
11086,369,AW00011086,,Ryan,,Brown,FALSE,1963-06-22 00:00,,M,ryan43@adventure-works.com,70000,2,1,Partial College,Professional,1,0,2939 Wesley Ct.,,2013-07-02 00:00,0-1 Miles,M,539-555-0198
11087,307,AW00011087,,Tamara,L,Liang,FALSE,1963-04-02 00:00,,F,tamara6@adventure-works.com,70000,3,2,Partial College,Professional,0,0,3791 Rossmor Parkway,,2013-02-25 00:00,0-1 Miles,M,178-555-0152
11088,359,AW00011088,,Hunter,,Davis,FALSE,1963-05-25 00:00,,M,hunter64@adventure-works.com,80000,2,1,Bachelors,Management,1,0,4308 Sand Pointe Lane,,2013-01-13 00:00,2-5 Miles,M,612-555-0141
11089,337,AW00011089,,Abigail,M,Price,FALSE,1962-08-05 00:00,,F,abigail25@adventure-works.com,80000,2,1,Bachelors,Management,1,1,2685 Blackburn Ct,,2012-12-29 00:00,2-5 Miles,S,532-555-0117
11090,338,AW00011090,,Trevor,,Bryant,FALSE,1968-12-13 00:00,,M,trevor18@adventure-works.com,90000,2,0,Partial College,Professional,1,1,5781 Sharon Dr.,,2011-08-07 00:00,2-5 Miles,S,853-555-0174
11091,50,AW00011091,,Dalton,,Perez,FALSE,1962-10-02 00:00,,M,dalton37@adventure-works.com,90000,2,0,Partial College,Professional,1,1,6083 San Jose,,2013-01-29 00:00,5-10 Miles,M,559-555-0115
11092,22,AW00011092,,Cheryl,A,Diaz,FALSE,1972-11-02 00:00,,F,cheryl4@adventure-works.com,90000,2,2,Bachelors,Professional,1,0,7297 Kaywood Drive,,2011-04-08 00:00,1-2 Miles,M,1 (11) 500 555-0192
11093,19,AW00011093,,Aimee,A,He,FALSE,1978-09-06 00:00,,F,aimee13@adventure-works.com,100000,0,0,Graduate Degree,Management,1,0,1833 Olympic Drive,,2011-04-07 00:00,0-1 Miles,M,1 (11) 500 555-0161
11094,33,AW00011094,,Cedric,W,Ma,FALSE,1967-09-29 00:00,,M,cedric15@adventure-works.com,70000,1,0,Partial College,Skilled Manual,0,1,3407 Oak Brook Place,,2013-04-07 00:00,0-1 Miles,S,1 (11) 500 555-0115
11095,13,AW00011095,,Chad,,Kumar,FALSE,1968-02-29 00:00,,M,chad9@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,1681 Lighthouse Way,,2011-04-01 00:00,5-10 Miles,S,1 (11) 500 555-0151
11096,12,AW00011096,,Andrés,,Anand,FALSE,1968-02-07 00:00,,M,andrés18@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,5423 Los Gatos Ct.,,2011-04-11 00:00,5-10 Miles,M,1 (11) 500 555-0184
11097,40,AW00011097,,Edwin,R,Nara,FALSE,1972-10-23 00:00,,M,edwin39@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,719 William Way,,2011-04-04 00:00,5-10 Miles,M,1 (11) 500 555-0112
11098,14,AW00011098,,Mallory,S,Rubio,FALSE,1966-10-29 00:00,,F,mallory7@adventure-works.com,60000,1,0,Partial College,Skilled Manual,0,1,6452 Harris Circle,,2013-02-11 00:00,0-1 Miles,S,1 (11) 500 555-0157
11099,13,AW00011099,,Adam,,Ross,FALSE,1966-09-05 00:00,,M,adam2@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,4378 Westminster Place,,2011-04-07 00:00,0-1 Miles,M,1 (11) 500 555-0186
11100,28,AW00011100,,Latasha,L,Navarro,FALSE,1966-03-15 00:00,,F,latasha10@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,6954 Ranch Road,,2011-04-16 00:00,5-10 Miles,S,1 (11) 500 555-0123
11101,33,AW00011101,,Abby,L,Sai,FALSE,1970-11-05 00:00,,F,abby4@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,7074 N. Spoonwood Court,,2011-04-29 00:00,0-1 Miles,S,1 (11) 500 555-0174
11102,18,AW00011102,,Julia,L,Nelson,FALSE,1970-10-19 00:00,,F,julia7@adventure-works.com,80000,5,5,Bachelors,Professional,1,4,2196 Coat Ct.,,2013-07-16 00:00,1-2 Miles,S,1 (11) 500 555-0124
11103,3,AW00011103,,Cassie,,Chande,FALSE,1981-04-12 00:00,,F,cassie13@adventure-works.com,70000,0,0,Bachelors,Professional,1,1,9448 San Marino Ct.,,2011-04-15 00:00,5-10 Miles,S,1 (11) 500 555-0166
11104,23,AW00011104,,Edgar,A,Sara,FALSE,1975-03-08 00:00,,M,edgar11@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,6127 Lilly Lane,,2011-05-04 00:00,0-1 Miles,M,1 (11) 500 555-0125
11105,8,AW00011105,,Candace,,Fernandez,FALSE,1970-06-27 00:00,,F,candace15@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,5029 Blue Ridge,,2011-05-14 00:00,5-10 Miles,S,1 (11) 500 555-0162
11106,40,AW00011106,,Jessie,,Liu,FALSE,1970-03-11 00:00,,M,jessie9@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,3063 Blue Jay Drive,,2011-05-18 00:00,5-10 Miles,S,1 (11) 500 555-0163
11107,17,AW00011107,,Bianca,,Lin,FALSE,1976-03-04 00:00,,F,bianca7@adventure-works.com,90000,1,0,Bachelors,Professional,1,1,7530 Eola,,2011-05-01 00:00,5-10 Miles,M,1 (11) 500 555-0121
11108,13,AW00011108,,Kari,C,Alvarez,FALSE,1969-01-10 00:00,,F,kari25@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,9178 Thornhill Place,,2011-05-03 00:00,0-1 Miles,S,1 (11) 500 555-0169
11109,38,AW00011109,,Ruben,D,Kapoor,FALSE,1980-04-30 00:00,,M,ruben1@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,1984 Glendale Circle,,2011-05-10 00:00,0-1 Miles,S,1 (11) 500 555-0132
11110,3,AW00011110,,Curtis,,Yang,FALSE,1967-12-04 00:00,,M,curtis5@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,4052 Mt. Wilson Way,,2011-05-01 00:00,5-10 Miles,M,1 (11) 500 555-0127
11111,34,AW00011111,,Meredith,T,Gutierrez,FALSE,1967-08-23 00:00,,F,meredith34@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,7610 Northridge Ct.,,2011-05-20 00:00,0-1 Miles,M,1 (11) 500 555-0179
11112,25,AW00011112,,Crystal,C,Wang,FALSE,1968-03-08 00:00,,F,crystal3@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,2773 Kirkwood Dr,,2011-05-25 00:00,0-1 Miles,M,1 (11) 500 555-0134
